author,content,title
Mario Benedetti,"Era un vampiro que sorbía agua
por las noches y por las madrugadas
al mediodía y en la cena.

Era abstemio de sangre
y por eso el bochorno
de los otros vampiros
y de las vampiresas.

Contra viento y marea se propuso
fundar una bandada
de vampiros anónimos,
hizo campaña bajo la menguante,
bajo la llena y la creciente
sus modestas pancartas proclamaban,
vampiros beban agua
la sangre trae cáncer.

Es claro los quirópteros
reunidos en su ágora de sombras
opinaron que eso era inaudito,
aquel loco aquel alucinado
podía convencer a los vampiros flojos,
esos que liban boldo tras la sangre.

De modo que una noche
con nubes de tormenta,
cinco vampiros fuertes
sedientos de hematíes, plaquetas, leucocitos,
rodearon al chiflado, al insurrecto,
y acabaron con él y su imprudencia.

Cuando por fin la luna
pudo asomarse
vio allá abajo
el pobre cuerpo del vampiro anónimo,
con cinco heridas que manaban,
formando un gran charco de agua,
lo que no pudo ver la luna
fue que los cinco ejecutores
se refugiaban en un árbol
y a su pesar reconocían
que aquello no sabía mal.

Desde esa noche que fue histórica
ni los vampiros, ni las vampiresas,
chupan más sangre,
resolvieron
por unanimidad pasarse al agua.

Como suele ocurrir en estos casos
el singular vampiro anónimo
es venerado como un mártir.",Historia de vampiros
Roque Dalton,"

Mi poesía
es como la siempreviva
paga su precio
a la existencia
en término de asperidad.

Entre las piedras y el fuego,
frente a la tempestad
o en medio de la sequía,
por sobre las banderas
del odio necesario
y el hermosísimo empuje
de la cólera,
la flor de mi poesía busca siempre
el aire,
el humus,
la savia,
el sol,
de la ternura.",COMO LA SIEMPREVIVA
Gabriela Mistral,"
Que mi dedito lo cogió una almeja, 
y que la almeja se cayó en la arena, 
y que la arena se la tragó el mar. 
Y que del mar la pescó un ballenero 
y el ballenero llegó a Gibraltar; 
y que en Gibraltar cantan pescadores: 
«Novedad de tierra sacamos del mar, 
novedad de un dedito de niña: 
¡la que esté manca lo venga a buscar!»
",La manca
Blas de Otero,"

Porque vivir se ha puesto al rojo vivo.
(Siempre la sangre, oh Dios, fue colorada.)
Digo vivir, vivir como si nada
hubiese de quedar de lo que escribo.

Porque escribir es viento fugitivo,
y publicar, columna arrinconada.
Digo vivir, vivir a pulso, airada-
mente morir, citar desde el estribo.

Vuelvo a la vida con mi muerte al hombro,
abominando cuanto he escrito: escombro
del hombre aquel que fui cuando callaba.

Ahora vuelvo a mi ser, torno a mi obra
más inmortal: aquella fiesta brava
del vivir y el morir. Lo demás sobra.",DIGO VIVIR
Gabriela Mistral,"
La rosa colorada 
cogida ayer; 
el fuego y la canela 
que llaman clavel; 
el pan horneado 
de anís con miel, 
y el pez de la redoma 
que la hace arder: 
todito tuyo 
hijito de mujer, 
con tal que quieras 
dormirte de una vez. 
La rosa, digo: 
digo el clavel. 
La fruta, digo, 
y digo que la miel; 
y el pez de luces 
y más y más también, 
¡con tal que duermas 
hasta el amanecer!",Con tal que te duermas
Julia de Burgos,"
Casi alba,
como decir arroyo entre la fuente,
como decir estrella,
como decir paloma en cielo de alas.
Esta noche se ha ido casi aurora,
casi ronda de luna entre montañas,
como una sensación de golondrina
al picar su ilusión en una rama.
Amanecer, sin alas para huirse,
regreso de emoción hasta su alma,
palomitas de amor entre mis manos
que al asalto de amor subieron castas.
Noche rasgada al tiempo repetido,
detenida ciudad de esencias altas,
como una claridad rompes mi espíritu,
circundas mi emoción como una jaula.
Amor callado y lejos...
tímida vocecita de una dalia,
así te quiero, íntimo,
sin saberte las puertas al mañana,
casi sonrisa abierta entre las risas,
entre juego de luces, casi alba...",Casi alba
Carlos Bousoño,"
           (Vicente Aleixandre)

Muy cerca de la vida. Así tu hablar.
Llegaste a viejo cual se llega al mar.

Azotado del viento y de los años
fuiste la vida, no sus desengaños.

Tu voz sonaba a viento y caracolas,
viejo de luz, hermano de las olas,

Conocimiento fue tu reposar.
Llegaste a viejo cual se llega al mar.

Llegaste a viejo cual se llega a ser
la luz delgada del amanecer.

La luz delgada del saber callar,
del saber conocer y callar.

Del saber esperar, callar, seguir
hasta las olas del saber vivir.

Hasta las olas del saber amar
profundamente y como es quieto el mar.

Y como es quieto el mar se pone en pie
la insurrección del nunca moriré.

Y así tu ser, escrito en agua y sal
y en viento fue, y en todo lo inmortal.",CANCIÓN PARA UN POETA VIEJO
Federico García Lorca,"
Dulce chopo, 
Dulce chopo, 
Te has puesto 
De oro. 
Ayer estabas verde, 
Un verde loco 
De pájaros 
Gloriosos. 
Hoy estás abatido 
Bajo el cielo de agosto 
Como yo frente al cielo 
De mi espíritu rojo. 
La fragancia cautiva 
De tu tronco 
Vendrá a mi corazón 
Piadoso. 
¡Rudo abuelo del prado! 
Nosotros, 
Nos hemos puesto 
De oro.",In memoriam
Fa Claes,"Tantos siglos pasan en el mundo
y el hombre va paso a paso arrastrando los pies
por su historia,
una lucha incesante
contra miedo y fábula.

Se oyen vítores y triunfo
Esplendidísimo: 'vae victis',
¡mátalos!, no hay nadie
más poderoso que yo, Alejandro; que yo, Hitler;
matamos el miedo.

Se oye el convulsivo lloriqueo
de los creyentes
y la cobardía del sumo sacerdote y del papa,
ellos saben que su dios es imposible
y lo predican.

Y yo aquí, en Rijmenam.
Veo cómo pasa la primavera,
el verano. Siento mi otoño.
Acercándose, el miedo. La fábula, asumiéndose.
Pasando, arrastran mi historia arrastrando los pies.",Predicación
Mario Benedetti,"
Con tu puedo y con mi quiero 
vamos juntos compañero 
compañero te desvela 
la misma suerte que a mí 
prometiste y prometí 
encender esta candela 
con tu puedo y con mi quiero 
vamos juntos compañero 
la muerte mata y escucha 
la vida viene después 
la unidad que sirve es 
la que nos une en la lucha 
con tu puedo y con mi quiero 
vamos juntos compañero 
la historia tañe sonora 
su lección como campana 
para gozar el mañana 
hay que pelear el ahora 
con tu puedo y con mi quiero 
vamos juntos compañero 
ya no somos inocentes 
ni en la mala ni en la buena 
cada cual en su faena 
porque en esto no hay suplentes 
con tu puedo y con mi quiero 
vamos juntos compañero 
algunos cantan victoria 
porque el pueblo paga vidas 
pero esas muertes queridas 
van escribiendo la historia 
con tu puedo y con mi quiero 
vamos juntos compañero.",Vamos juntos
Luis Benítez,"Soy tu enemigo que no tendrá piedad. / Guerra te llamaré y tomaré / contigo las libertades de la guerra. / Y en mis      manos tu rostro oscuro y atravesado, / en mi corazón el país que / ilumina la tormenta. 

Ives Bonnefoy


Tempranamente nos lanzaba la noche
sus grandes ojos de diosa
había en esas calles otra luz
que no conoce el día
y nada ni nadie sabía de la muerte
venías detrás de ti larga y enigmática
presencia donde me reconozco
otros canten la gloria de lo evidente
y harán lo justo
yo viviré siempre
en esta piel estas manos,
y este cuerpo
bañado por otra luz otra presencia.
Otra guerra hay que la del pan
otra embriaguez que la del vino
otra tierra hay en esta tierra:
Eterna es nuestra primavera.",Lo que decía el poeta
Delfina Acosta,"Alguna vez creí hablar contigo,
Neruda, allá en tu tierra; tú decías
que la primera música en Parral
fue el soplo virtuoso de la espiga,
y aquel silbido patriarcal del viento
llevando sobre el lomo su familia
de cartas sin destino, de hojarasca,
de lágrimas y páginas escritas.
Contabas que te hiciste compañero
del sol que madrugaba con la brisa.
Sobre la miel y el pasto quebradizo
tendiste la frazada de tu vida.
También contabas que al amor cantando
del hielo liberaste a la poesía.
Jamás te perdonaron los poetas
que honraban las estatuas de caliza,
la musa muerta, la ya fría lágrima
que le quitó el pañuelo a la mejilla.
Jamás te perdonaron los poetas
Tu nombre fue quemado en una pipa.
Volviste, tan alegre, de la hoguera.
Naciste, nuevamente, en tu ceniza.
Una pleamar de estrellas en el norte
levanta cada noche tu poesía.",Alguna vez creí...
Federico García Lorca,"
¡Qué esfuerzo! 
¡Qué esfuerzo del caballo por ser perro! 
¡Qué esfuerzo del perro por ser golondrina! 
¡Qué esfuerzo de la golondrina por ser abeja! 
¡Qué esfuerzo de la abeja por ser caballo! 
Y el caballo, 
¡qué flecha aguda exprime de la rosa!, 
¡qué rosa gris levanta de su belfo! 
Y la rosa, 
¡qué rebaño de luces y alaridos 
ata en el vivo azúcar de su tronco! 
Y el azúcar, 
¡qué puñalitos sueña en su vigilia! 
Y los puñales dimínutos, 
¡qué luna sin establos, qué desnudos, 
piel eterna y rubor, andan buscando! 
Y yo, por los aleros, 
¡qué serafín de llamas busco y soy! 
Pero el arco de yeso, 
¡qué grande, qué invisible, qué diminuto!, 
sin esfuerzo.",Muerte
Manuel Machado,"

Ven, reina de los besos, flor de la orgía,
amante sin amores, sonrisa loca...
Ven, que yo sé la pena de tu alegría
y el rezo de amargura que hay en tu boca.

Yo no te ofrezco amores que tú no quieres;
conozco tu secreto, virgen impura;
Amor es enemigo de los placeres
en que los dos ahogamos nuestra amargura.

Amarnos... ¡Ya no es tiempo de que me ames!
A ti y a mí nos llevan olas sin leyes.
¡Somos, a un mismo tiempo, santos e infames;
somos, a un tiempo mismo, pobres y reyes!

¡Bah!  Yo sé que los mismos que nos adoran
en el fondo nos guardan igual desprecio.
Y justas son las voces que nos desdoran...
Lo que vendemos ambos no tiene precio.

Así, los dos: tú, amores, yo poesía,
damos por oro a un mundo que despreciamos...
¡Tú, tu cuerpo de diosa; yo, el alma mía!...
Ven y reiremos juntos mientras lloramos.

Joven quiere en nosotros Naturaleza
hacer, entre poemas y bacanales,
el imperial regalo de la belleza,
luz, a la oscura senda de los mortales.

¡Ah! Levanta la frente, flor siempre viva,
que das encanto, aroma, placer, colores...
Diles, con esa fresca boca lasciva...,
¡que no son de este mundo nuestros amores!

Igual camino en suerte nos ha cabido,
un ansia igual nos lleva que no se agota,
hasta que se confundan en el olvido,
tu hermosura podrida, mi lira rota.

Crucemos nuestra calle de la Amargura
levantadas las frentes, juntas las manos...
¡Ven tú conmigo, reina de la hermosura!
¡Hetairas y poetas somos hermanos!",ANTÍFONA
Ramón López Velarde,"

Tú no eres en mi huerto la pagana
rosa de los ardores juveniles;
te quise como a una dulce hermana

y gozoso dejé mis quince abriles
cual un ramo de flores de pureza
entre tus manos blancas y gentiles.

Humilde te ha rezado mi tristeza
como en los pobres templos parroquiales
el campesino ante la Virgen reza.

Antífona es tu voz, y en los corales
de tu mística boca he descubierto
el sabor de los besos maternales.

Tus ojos tristes, de mirar incierto,
recuérdanme dos lámparas prendidas
en la penumbra de un altar desierto.

Las palmas de tus manos son ungidas
por mi, que provocando tus asombros
las beso en las ingratas despedidas.

Soy débil, y al marchar por entre escombros
me dirige la fuerza de tu planta
y reclino las sienes en tus hombros.

Nardo es tu cuerpo y tu virtud es tanta
que en tus brazos beatíficos me duermo
como sobre los senos de una Santa.

¡Quién me otorgara en mi retiro yermo
tener, Fuensanta, la condescendencia
de tus bondades a mi amor enfermo
como plenaria y última indulgencia!",ELOGIO A FUENSANTA
Ramón López Velarde,"

Para el libro
de Enrique Fernández Ledesma

Éramos aturdidos mozalbetes:
blanco listón al codo, ayes agónicos,
rimas atolondradas y juguetes.

Sin la virtud frenética de Orfeo,
fiados en la campánula y el cirio,
fuimos a embelesar las alimañas
cual neófitos que buscan el martirio.

En la misma espesura se extraviaba
la primeriza luz de nuestra frente,
y ante la misma fiera, reacia y sorda,
cesaba nuestro cántico inocente.

De aquella planta que regamos juntos
eran cofrades la senil vihuela,
los pupitres manchados de la escuela,
la bíblica muchacha que adoraste,
los días uniformes, el contraste
de un volumen de Bécquer y Fabiola,
la soprano indeleble que aún nos mima
con el ahínco de su voz pretérita,
y el prístino lucero que te indujo
al apurado trance de la rima.

¿Qué hicimos, camarada, del tanteo
feliz y de los ripios venturosos,
y de aquel entusiasta deletreo?

Hoy la armonía adulta va de viaje
a reclamar a una centuria prófuga
el vellón de su casto aprendizaje.

Mi maquinal dolencia es una caja
de música falible que en lo gris
de un tácito aposento se desgaja.

Y el alma, cera ayer, se petrifica
como los rosetones coloniales
de una iglesia con lama, que complica
su fachada borrosa con el humo
inveterado de los temporales.",INTROITO
Oliverio Girondo,"

El no
el no inóvulo
el no nonato
el noo
el no poslodocosmos de impuros ceros noes que noan noan noan
y nooan
y plurimono noan al morbo amorfo noo
no démono
no deo
sin son sin sexo ni órbita
el yerto inóseo noo en unisolo amódulo
sin poros ya sin nódulo
ni yo ni fosa ni hoyo
el macro no ni polvo
el no más nada todo
el puro no
sin no",EL PURO NO
Pablo Neruda,"EN esta hora recuerdo a todo y todos,
fibradamente, hundidamente en
las regiones que -sonido y pluma-
golpeando un poco, existen
más allá de la tierra, pero en la tierra. Hoy
comienza un nuevo invierno.
                                         No hay en esa ciudad,
en donde está lo que amo,
no hay pan ni luz: un cristal frío cae
sobre secos geranios. De noche sueños negros
abiertos por obuses, como sangrientos bueyes:
nadie en el alba de las fortificaciones,
sino un carro quebrado: ya musgo, ya silencio de edades
en vez de golondrinas en las casas quemadas,
desangradas, vacías, con puertas hacia el cielo:
ya comienza el mercado a abrir sus pobres esmeraldas,
y las naranjas, el pescado,
cada día traídos a través de la sangre,
se ofrecen a las manos de la hermana y la viuda.
Ciudad de luto, socavada, herida,
rota, golpeada, agujereada, llena
de sangre y vidrios rotos, ciudad sin noche, toda
noche y silencio y estampido y héroes,
ahora un nuevo invierno más desnudo y más solo,
ahora sin harina, sin pasos, con tu luna
de soldados.
                    A todos, a todos.
                                           Sol pobre, sangre nuestra
perdida, corazón terrible
sacudido y llorando. Lágrimas como pesadas balas
han caído en tu oscura tierra haciendo sonido
de palomas que caen, mano que cierra
la muerte para siempre, sangre de cada día
y cada noche y cada semana y cada
mes. Sin hablar de vosotros, héroes dormidos
y despiertos, sin hablar de vosotros que hacéis temblar el agua
y la tierra con vuestra voluntad insigne,
en esta hora escucho el tiempo en una calle,
alguien me habla, el invierno
llega de nuevo a los hoteles
en que he vivido,
todo es ciudad lo que escucho y distancia
rodeada por el fuego como por una espuma
de víboras, asaltada por una
agua de infierno.
                        Hace ya más de un año
que los enmascarados tocan tu humana orilla
y mueren al contacto de tu eléctrica sangre:
sacos de moros, sacos de traidores,
han rodado a tus pies de piedra: ni el humo ni la muerte
han conquistado tus muros ardiendo.
                                                      Entonces,
qué hay, entonces? Sí, son los del exterminio,
son los devoradores: te acechan, ciudad blanca,
el obispo de turbio testuz, los señoritos
fecales y feudales, el general en cuya mano
suenan treinta dineros: están contra tus muros
un cinturón de lluviosas beatas,
un escuadrón de embajadores pútridos
y un triste hipo de perros militares.

Loor a ti, loor en nube, en rayo,
en salud, en espadas,
frente sangrante cuyo hilo de sangre
reverbera en las piedras malheridas,
deslizamiento de dulzura dura,
clara cuna en relámpagos armada,
material ciudadela, aire de sangre
del que nacen abejas.
                                Hoy tú que vives, Juan,
hoy tú que miras, Pedro, concibes, duermes, comes:
hoy en la noche sin luz vigilando sin sueño y sin reposo,
solos en el cemento, por la tierra cortada,
desde los enlutados alambres, al Sur, en medio, en torno,
sin cielo, sin misterio,
hombres como un collar de cordones defienden
la ciudad rodeada por las llamas: Madrid endurecida
por golpe astral, por conmoción del fuego:
tierra y vigilia en el alto silencio
de la victoria: sacudida
como una rosa rota: rodeada
de laurel infinito!",Madrid (1937)
